PMID,url,journal,pub_year,ia_last_seen
24187504,http://hema13.erasmusmc.nl/index.php/HATSEQ,Adv Appl Bioinform Chem,2013,2015
23809289,http://www.nkdep.nih.gov,Adv Chronic Kidney Dis,2013,2016
21490237,http://www.ucl.ac.uk/gheg/marmotreview,Adv Dent Res,2011,2016
21490237,http://www.un.org/millenniumgoals,Adv Dent Res,2011,2016
21431616,http://www.foodrisk.org,Adv Exp Med Biol,2011,2016
22161327,http://yeastgfp.yeastgenome.org/,Adv Exp Med Biol,2012,2016
22161332,http://www.biouml.org/apoptosis.shtml,Adv Exp Med Biol,2012,2014
22399321,http://www.pondr.com,Adv Exp Med Biol,2012,2016
23402036,http://www.innateimmunity.us/patent,Adv Exp Med Biol,2013,2014
24619614,http://vimeo.com/user6296337,Adv Exp Med Biol,2014,2014
25091907,http://www.cbd.int/sp/targets,Adv Exp Med Biol,2014,2016
25381109,http://www.cloudimaging.net.au,Adv Exp Med Biol,2015,2016
25387969,http://www.healthinformaticslab.org/supp/,Adv Exp Med Biol,2015,2015
25387970,http://netalign.ustc.edu.cn/cphosbac/,Adv Exp Med Biol,2015,#N/A
22123349,http://www.nann.org,Adv Neonatal Care,2011,2016
22668690,http://www.nannstore.org,Adv Neonatal Care,2012,2016
25469387,http://www.iom.edu/Activities/Nutrition/PotentialHazardsCaffeineSupplements/2013-AUG-05.aspx,Adv Nutr,2014,2013
25469387,http://ods.od.nih.gov/News/EnergyDrinksWorkshop2013.aspx,Adv Nutr,2014,2015
25469390,http://www.cnpp.usda.gov/DGAs1980Guidelines.htm,Adv Nutr,2014,2014
25037135,http://www.epa.gov/lead,Adv Pediatr,2014,2016
25037135,http://www.hud.gov/lead,Adv Pediatr,2014,2015
22383404,http://meded.ucsd.edu/ifp/jwest/,Adv Physiol Educ,2012,2015
24253212,http://aawconline.org/professional-resources/resources,Adv Skin Wound Care,2013,2016
24732122,http://www.oig.hhs.gov,Adv Skin Wound Care,2014,2016
25608010,http://oig.hhs.gov/compliance/self-disclosure-info,Adv Skin Wound Care,2015,2015
21601058,http://rqchp.qc.ca,Adv Virus Res,2011,2014
23636630,http://www.wordle.net,Aesthet Surg J,2013,2016
24604790,http://www.aestheticsurgeryjournal.com,Aesthet Surg J,2014,2016
22258832,http://www.springer.com/00266,Aesthetic Plast Surg,2012,2016
23052381,http://www.realself.com,Aesthetic Plast Surg,2012,2016
22836712,http://genomics.brocku.ca/ccmbl/,Age (Dordr),2013,2012
22522775,http://share-dev.mpisoc.mpg.de/,Age Ageing,2012,2016
23420266,http://www.britishpainsociety.org/pub_professional.htm#assessmentpop,Age Ageing,2013,2016
25349151,http://www.sealedenvelope.com/trials/bwhhsmodel/,Age Ageing,2015,2015
23524341,http://www.mitodb.com,Aging (Albany NY),2013,2016
23826631,http://www.ebi.ac.uk/thornton-srv/databases/SurvCurv/,Aging Cell,2013,2013
24100711,http://imgt.org/HighV-QUEST/index.action,AIDS,2013,#N/A
19205864,http://www.who.int/globalatlas,AIDS Behav,2011,2016
23809062,http://www.hivresearch.org/research.php?ServiceID=5&SubServiceID=6,AIDS Res Hum Retroviruses,2013,2014
24763420,http://www.asnr.org/patientinfo/,AJNR Am J Neuroradiol,2014,2016
25939685,http://www.smf.co.uk,Alcohol Clin Exp Res,2015,2016
23580039,http://www.cifasd.org,Alcohol Res Health,2011,2016
21261981,http://bioinfo2.ugr.es/wordCluster/wordCluster.php,Algorithms Mol Biol,2011,2015
21418573,http://www.bioinf.uni-leipzig.de/Software/clasp/,Algorithms Mol Biol,2011,2015
21429203,http://bcb.dei.unipd.it:8080/dyweb,Algorithms Mol Biol,2011,#N/A
21453542,http://biominer.csie.cyu.edu.tw/wildspan,Algorithms Mol Biol,2011,#N/A
21504602,http://dna.engr.uconn.edu/software/IsoEM/,Algorithms Mol Biol,2011,2015
21672226,http://www.uhnresearch.ca/labs/tillier/MMMWEBvII/MMMWEBvII.php,Algorithms Mol Biol,2011,2013
21992500,http://wwwagak.cs.uni-kl.de/NonUniRandGen,Algorithms Mol Biol,2011,#N/A
22551170,http://users.utu.fi/aatapa/RLScore/,Algorithms Mol Biol,2012,2014
22551205,http://chrome.google.com/webstore,Algorithms Mol Biol,2012,2016
22551205,http://usm.github.com,Algorithms Mol Biol,2012,2016
22898240,http://www.aroma-project.org/addons,Algorithms Mol Biol,2012,2015
22992218,http://cbcb.umd.edu/kingsford-group/parana,Algorithms Mol Biol,2012,2015
23009059,http://www.cs.ucr.edu/<|>tanaseio/toss.htm,Algorithms Mol Biol,2012,2014
23181935,http://www.cs.uwaterloo.ca/jmtruszk/qtree.tar.gz,Algorithms Mol Biol,2012,#N/A
23216990,http://www.dei.unipd.it/<|>ciompin/main/underlying.html,Algorithms Mol Biol,2012,2014
23497437,http://www.dei.unipd.it/<|>ciompin/main/Ultranet/Ultranet.html,Algorithms Mol Biol,2013,2014
23566548,http://www.atgc-montpellier.fr/Mowgli/,Algorithms Mol Biol,2013,#N/A
23590940,http://www.cs.bgu.ac.il/\<|>negevcb/FRUUT,Algorithms Mol Biol,2013,2016
23601347,http://www.bioinf.uni-leipzig.de/Software/LocARNAscan,Algorithms Mol Biol,2013,#N/A
23844614,http://morph-pro.bioinf.spbau.ru,Algorithms Mol Biol,2013,#N/A
23849037,http://github.com/ddexter/SibJoin.git+,Algorithms Mol Biol,2013,#N/A
24074225,http://autosome.ru/macroape/,Algorithms Mol Biol,2013,2015
24180377,http://genome.cs.iastate.edu/CBL/MulRF/,Algorithms Mol Biol,2013,2015
24602450,http://github.com/ijalabv/FourRussiansRNAFolding,Algorithms Mol Biol,2014,2014
24656145,http://www.inf.kcl.ac.uk/research/projects/asmf/,Algorithms Mol Biol,2014,#N/A
24708602,http://severus.dbmi.pitt.edu/engo/GOPRED.html,Algorithms Mol Biol,2014,2015
24735785,http://bioputer.mimuw.edu.pl/msarc,Algorithms Mol Biol,2014,#N/A
25285153,http://www.rna.uni-jena.de/RNAgraphdist.html,Algorithms Mol Biol,2014,#N/A
25493095,http://biomodels.net,Algorithms Mol Biol,2014,2016
25648087,http://server2.lpm.org.ru/bio/online/sf/,Algorithms Mol Biol,2014,#N/A
25648210,http://it.hcmute.edu.vn/bioinfo/bimeta/index.htm,Algorithms Mol Biol,2015,#N/A
25648467,http://eucalypt.gforge.inria.fr/,Algorithms Mol Biol,2015,2015
25649004,http://hoverboard.io/L4FC,Algorithms Mol Biol,2015,#N/A
25691913,http://www.dei.unipd.it/<|>ciompin/main/qcluster.html,Algorithms Mol Biol,2015,#N/A
26042154,http://compbio.fmph.uniba.sk/gaml,Algorithms Mol Biol,2015,#N/A
21091524,http://www.sign.ac.uk,Aliment Pharmacol Ther,2011,2016
22449251,http://www.Clinical.Trials.gov,Aliment Pharmacol Ther,2012,#N/A
22971016,http://www.cd.constant-care.dk,Aliment Pharmacol Ther,2012,2014
23413984,http://www.asariskcalculator.com,Aliment Pharmacol Ther,2013,2016
24099472,http://ferroscope.com/,Aliment Pharmacol Ther,2013,2016
25753000,http://www.pmal-score.org,Aliment Pharmacol Ther,2015,#N/A
24738154,http://www.allergen.org,Allergy,2014,2016
24888382,http://aair.cimed.ike.liu.se/,Allergy,2014,#N/A
21310025,http://www.aacijournal.com/content/6/1/24,Allergy Asthma Clin Immunol,2011,2015
22195685,http://www.ginasthma.com/Guidelineitem.asp??l1=2&l2=1&intId=60,Allergy Asthma Proc,2011,2016
23026181,http://www.clinicaltrials.jp/user/ctiMain_e.jsp,Allergy Asthma Proc,2012,2015
23614549,http://www.cadaster.eu,Altern Lab Anim,2013,2016
24773484,http://qspr-thesaurus.eu,Altern Lab Anim,2014,2016
21311847,http://caat.jhsph.edu/programs/workshops/dnt2.html,ALTEX,2011,2015
24687303,http://ntp.niehs.nih.gov/go/its,ALTEX,2014,2014
21575877,http://pad2020.org,Alzheimers Dement,2011,2016
22236739,http://www.worldeventsforum.com/addf/addrugdiscovery,Alzheimers Res Ther,2011,2016
25965707,http://www.ctsu.ox.ac.uk/research/meta-trials,Am Heart J,2015,2015
24381135,http://autodock.scripps.edu/,Am J Alzheimers Dis Other Demen,2014,2016
21875969,http://aftol.umn.edu/ontology/fungal_subcellular.obo,Am J Bot,2011,2010
22645098,http://sat.cirad.fr/sat/sorghum_SSR_kit/,Am J Bot,2012,#N/A
25326608,http://www.umsl.edu/<|>renners/,Am J Bot,2014,2016
25697916,http://www.bcnbiohfcalculator.cat,Am J Cardiol,2015,2015
20980486,http://www.isrctin.org,Am J Clin Nutr,2011,#N/A
21525193,http://www.hus.fi,Am J Clin Nutr,2011,2016
21795436,http://www.who.int/ictrp,Am J Clin Nutr,2011,2016
21974891,http://www.early-nutrition.org,Am J Clin Nutr,2011,#N/A
22552026,http://www.ccmo.nl,Am J Clin Nutr,2012,2016
23783295,http://www.datatilsynet.dk/english,Am J Clin Nutr,2013,2016
25030781,http://www.researchregister.org.uk,Am J Clin Nutr,2014,2016
21654312,http://es.oncolink.org,Am J Clin Oncol,2012,2015
22221190,http://www.nida.nih.gov/about/welcome/MessageBathSalts211.html,Am J Drug Alcohol Abuse,2012,2015
22221190,http://www.washingtonpost.com/national/officials-fear-bath-salts-becoming-the-next-big-drug-menace/2011/01/22/ABybyRJ_story.html,Am J Drug Alcohol Abuse,2012,#N/A
21385832,http://aje.oupjournals.org/,Am J Epidemiol,2011,2016
21385832,http://www.unc.edu/<|>mfunk/dr/,Am J Epidemiol,2011,2015
21976109,http://genome.gov/gwastudies,Am J Epidemiol,2011,2016
22842721,http://seer.cancer.gov/analysis/index.html,Am J Epidemiol,2012,2012
24077092,http://aje.oxfordjournals.org/,Am J Epidemiol,2013,2016
24343547,http://www.researchcore.org/gipro/,Am J Gastroenterol,2014,2015
23261901,http://www.esurvey.com,Am J Health Syst Pharm,2013,2016
23913812,http://www.kcl.ac.uk/ip/petergreen/haemBdatabase.html,Am J Hematol,2013,2012
22371334,http://faostat.fao.org,Am J Hum Biol,2012,2016
21945114,http://www.health.gov.on.ca/patient_safety/index.html,Am J Infect Control,2012,2015
23928030,http://www.surveymonkey.com/s/AJIC-NHSN-LbId2013,Am J Infect Control,2013,2014
21530036,http://www.dopps.org/DPM,Am J Kidney Dis,2011,2016
22452293,http://www.ajmc.com/panel-discussions/accountable-care-organizations,Am J Manag Care,2011,2013
22435961,http://www.telemaco.regione.lombardia.it/,Am J Manag Care,2012,2012
21605717,http://supplements.amjmed.com/2010/hyperthyroid/faculty.php,Am J Med,2011,2012
22482859,http://www.cmeaccess.com/AJM/ChronicPain04,Am J Med,2012,#N/A
22624694,http://www.cmeaccess.com/AJM/ChronicPain02,Am J Med,2012,#N/A
22727241,http://supplements.amjmed.com/2011/HPV/,Am J Med,2012,2016
22938934,http://education.amjmed.com/pp1/248,Am J Med,2012,2014
22938935,http://education.amjmed.com/pp1/249,Am J Med,2012,2014
22938936,http://education.amjmed.com/pp1/272,Am J Med,2012,2014
22998891,http://amjmed.com/content/multimedia,Am J Med,2012,#N/A
24655741,http://education.amjmed.com/video.php?event_id=445&stage_id=5&vcs=1,Am J Med,2014,2013
25447628,http://www.elseviercme.com/537,Am J Med,2014,2015
25447629,http://elseviercme.com/538,Am J Med,2014,2015
21834049,http://www.gorlinsyndrome.org,Am J Med Genet A,2011,2016
22628075,http://mendelian.org,Am J Med Genet A,2012,2016
22987394,http://www.ccs.miami.edu/ROH,Am J Med Genet A,2012,2015
23401320,http://www.ctf.org,Am J Med Genet A,2013,2016
24700709,http://www.dbdb.urmc.rochester.edu/home,Am J Med Genet A,2014,#N/A
22573399,http://metamoodics.igm.jhmi.edu,Am J Med Genet B Neuropsychiatr Genet,2012,2014
24616345,http://www.hughesriskapps.net,Am J Med Genet C Semin Med Genet,2014,2016
24713522,http://www.prostatecancerhelpyourself.ubc.ca-using,Am J Mens Health,2015,#N/A
24713522,http://www.prostatecancerhelpyourself.ubc.ca--using,Am J Mens Health,2015,#N/A
23133808,http://www.ajnmmi.us,Am J Nucl Med Mol Imaging,2012,2016
21865934,http://www.ajnonline.com,Am J Nurs,2011,2016
22373688,http://journals.lww.com/ajnonline/Pages/SOS.aspx,Am J Nurs,2012,2016
22627356,http://bit.ly/IZkCiD,Am J Nurs,2012,2014
24572536,http://bit.ly/1iswhZe,Am J Nurs,2014,2014
25423393,http://www.icn.ch,Am J Nurs,2014,2016
25906208,http://www.aone.org,Am J Nurs,2015,2016
25906229,http://bit.ly/1FMxjgJ,Am J Nurs,2015,#N/A
24508161,http://stereo.gone-project.com/,Am J Ophthalmol,2014,2014
23195366,http://www.itksnap.org,Am J Orthod Dentofacial Orthop,2012,2016
23161352,http://www.who.int/bulletin/volumes/88/1/08-062554,Am J Perinatol,2013,2013
24122086,http://library.queensu.ca/webdoc/ssdc/cntd,Am J Phys Anthropol,2013,2015
24249590,http://www.humanoriginsdatabase.org,Am J Phys Anthropol,2013,2016
21209370,http://dir.nhlbi.nih.gov/papers/lkem/rcmpd/,Am J Physiol Cell Physiol,2011,2015
21940666,http://helixweb.nih.gov/ESBL/Database/iPY/,Am J Physiol Cell Physiol,2012,2014
21956165,http://helixweb.nih.gov/AbDesigner/,Am J Physiol Cell Physiol,2012,2015
22723110,http://helixweb.nih.gov/PhosphoLogo/,Am J Physiol Cell Physiol,2012,2015
22992673,http://helixweb.nih.gov/ESBL/Database/mNPPD/,Am J Physiol Cell Physiol,2012,2014
24196532,http://www.the-aps.org/mm/Publications/Info-For-Authors/Composition,Am J Physiol Cell Physiol,2014,2015
22114206,http://helixweb.nih.gov/ESBL/Database,Am J Physiol Renal Physiol,2012,2015
22647629,http://helixweb.nih.gov/ESBL/FreeEnergy,Am J Physiol Renal Physiol,2012,2015
22674022,http://www.physiome.org.nz/publications/nordsletten_blackett_ritman_bentley_smith_2005/folder_contents,Am J Physiol Renal Physiol,2012,#N/A
21335268,http://www.heptest.nl,Am J Prev Med,2011,2014
22898163,http://www.osnap.org,Am J Prev Med,2012,2016
25122033,http://www.immunize.org/laws,Am J Public Health,2014,2016
22383585,http://www.respiratorygenomics.com,Am J Respir Cell Mol Biol,2012,2016
25531178,http://www.brn.cat,Am J Respir Crit Care Med,2015,2016
21920017,http://www.D-MELD.com,Am J Transplant,2011,2016
22026730,http://www.transplantcalculator.com,Am J Transplant,2012,2016
23890284,http://stacks.cdc.gov/view/cdc/12164/,Am J Transplant,2013,2015
23890284,http://www.publichealthreports.org/issuecontents.cfm?Volume=128&Issue=4,Am J Transplant,2013,2016
25922984,http://www.atcmeetingabstracts.com/,Am J Transplant,2015,2016
25246694,http://fogartyscholars.org/,Am J Trop Med Hyg,2014,2016
22121983,http://www.apa.org/ed/accreditation/programs/index.aspx,Am Psychol,2011,2016
24451791,http://www.asco.org/guidelines/antiemetics,Am Soc Clin Oncol Educ Book,2012,2016
24451827,http://www.prostate.cancer.risk.calculator.com,Am Soc Clin Oncol Educ Book,2012,#N/A
24857053,http://www.yourdiseaserisk.wustl.edu-that,Am Soc Clin Oncol Educ Book,2014,#N/A
23304326,http://hitrl.cs.usyd.edu.au/ICNS/,AMIA Annu Symp Proc,2012,#N/A
23304327,http://code.google.com/p/clindataexpress,AMIA Annu Symp Proc,2012,2015
23304328,http://medtxting.askhermes.org,AMIA Annu Symp Proc,2012,2014
23304401,http://pts.chu-rouen.fr,AMIA Annu Symp Proc,2012,2016
23304414,http://privacy.ucsd.edu:8080/ppsvm/,AMIA Annu Symp Proc,2012,2015
24551370,http://prism.case.edu/prism/index.php/Cloudwave,AMIA Annu Symp Proc,2013,2015
24551401,http://www.mobiguide-project.eu,AMIA Annu Symp Proc,2013,2016
24551427,http://astro.temple.edu/<|>tua87106/druganalysis.html,AMIA Annu Symp Proc,2013,2015
25954400,http://diego.asu.edu/downloads,AMIA Annu Symp Proc,2014,#N/A
25954459,http://phenotypeportal.org,AMIA Annu Symp Proc,2014,2016
22779037,http://bisr.osumc.edu,AMIA Jt Summits Transl Sci Proc,2012,2013
24303239,http://www.smartplatforms.org,AMIA Jt Summits Transl Sci Proc,2013,2016
24303318,http://gdoc.georgetown.edu,AMIA Jt Summits Transl Sci Proc,2013,2015
25954575,http://code.google.com/p/medex-uima/,AMIA Jt Summits Transl Sci Proc,2014,2016
20549269,http://cic.scu.edu.cn/bioinformatics/Predict_RBP.rar,Amino Acids,2011,2012
20552381,http://bias.csr.unibo.it/nanni/TexturePeptide.zip,Amino Acids,2011,2014
20730460,http://biomine.ece.ualberta.ca/1D/1D.html,Amino Acids,2011,2013
20811800,http://bioinf.uta.fi/PROlocalizer/,Amino Acids,2011,2013
21400228,http://www.imtech.res.in/raghava/marspred/,Amino Acids,2012,2016
21445589,http://111.68.99.218/Mito-GSAAC,Amino Acids,2012,#N/A
21505826,http://111.68.99.218/gpcr-mpredictor/,Amino Acids,2012,#N/A
21695537,http://www.csbio.sjtu.edu.cn/bioinf/SOMPNN/,Amino Acids,2012,2013
21698456,http://202.194.133.5/xinxi/AAC_PSSM_AC/index.htm,Amino Acids,2012,#N/A
21786137,http://protein.cau.edu.cn/ppira/,Amino Acids,2012,2016
21850437,http://111.68.99.218/membrane,Amino Acids,2012,#N/A
21986959,http://bioinfo.ggc.org/seesumo/,Amino Acids,2012,2016
21993537,http://sysbio.icm.edu.pl/aaindex/,Amino Acids,2012,2014
21993538,http://bias.csr.unibo.it/nanni/wave.rar,Amino Acids,2012,2014
22851052,http://wlxy.imu.edu.cn/college/biostation/fuwu/KNN-ID/index.htm,Amino Acids,2013,2015
23108592,http://www.bias.csr.unibo.it\nanni\PSSM.rar,Amino Acids,2013,#N/A
23456487,http://www.csbio.sjtu.edu.cn/bioinf/COMSPA/,Amino Acids,2013,2014
23494269,http://111.68.99.218/WRF-TMH/,Amino Acids,2013,#N/A
23568340,http://distillf.ucd.ie/distill/,Amino Acids,2013,2016
24370983,http://genomics.cicbiogune.es/SECRETOOL/Secretool.php,Amino Acids,2014,2013
24385242,http://ppi.bioinfo.asia.edu.tw/EDMRP,Amino Acids,2014,2014
24452754,http://bioinformatics.ustc.edu.cn/phos_pred/,Amino Acids,2014,#N/A
24604165,http://code.google.com/p/pro-gyan/,Amino Acids,2014,2016
24623121,http://sysbio.unl.edu/PhosphoSVM,Amino Acids,2014,2016
21702733,http://alsod.iop.kcl.ac.uk/,Amyotroph Lateral Scler,2011,2016
21702733,http://www.alsgene.org,Amyotroph Lateral Scler,2011,2016
21812627,http://www.informahealthcare.com/als/doi/10.3109/17482968.2011.590992,Amyotroph Lateral Scler,2011,#N/A
22533462,http://www-ient.unilim.fr/,Amyotroph Lateral Scler,2012,2012
24863641,http://www.informahealthcare.com/,Amyotroph Lateral Scler Frontotemporal Degener,2014,#N/A
21625797,http://watson.fapesp.br/onsa/Genoma3.htm,An Acad Bras Cienc,2011,2011
22159349,http://www.pulverizar.iciag.ufu.br,An Acad Bras Cienc,2011,2015
24857432,http://pediamecum.es/,An Pediatr (Barc),2014,2016
25464141,http://cge.cbs.dtu.dk/services/ResFinder/,Anaerobe,2015,#N/A
21375086,http://www.anzca.edu.au/resources/professionaldocuments,Anaesth Intensive Care,2011,#N/A
21375086,http://www.anzca.edu.au/resources/professional-documents,Anaesth Intensive Care,2011,2016
24967766,http://www.codonics.com/Products/SLS/flash/,Anaesth Intensive Care,2014,2015
21770906,http://www.anaesthesiacorrespondence.com,Anaesthesia,2011,2016
25204235,http://www.nationalauditprojects.org.uk/NAP5_home#pt,Anaesthesia,2014,2014
21060981,http://www.isiknowledge.com,Anaesthesist,2011,2016
23989920,http://www.cirs-notfallmedizin.de,Anaesthesist,2013,2016
24036518,http://www.giz-nord.de,Anaesthesist,2013,2016
21295004,http://111.68.99.218/GPCR,Anal Biochem,2011,#N/A
21871865,http://www.biokin.com/design/,Anal Biochem,2011,2014
22342883,http://www.111.68.99.218/Mem-PHybrid,Anal Biochem,2012,#N/A
22459120,http://www.csbio.sjtu.edu.cn/bioinf/PseAAC,Anal Biochem,2012,2015
22459120,http://www.pseb.sf.net,Anal Biochem,2012,2014
22691961,http://www.bioinfo.ncu.edu.cn/inquiries_PredSulSite.aspx,Anal Biochem,2012,#N/A
23395824,http://www.jci-bioinfo.cn/iAMP-2L,Anal Biochem,2013,2014
23756733,http://lin.uestc.edu.cn/server/iHSP-PseRAAAC,Anal Biochem,2013,2014
24361712,http://bioinfo.ibp.ac.cn/MSLOC_DT/index.html,Anal Biochem,2014,#N/A
24732113,http://lin.uestc.edu.cn/pseknc/default.aspx,Anal Biochem,2014,#N/A
24892985,http://www.istitutotumori.mi.it/modules.php?name=Content&pa=showpage&pid=812,Anal Biochem,2014,#N/A
25016190,http://lin.uestc.edu.cn/server/iTIS-PseTNC,Anal Biochem,2014,#N/A
25449328,http://bioinfo.eie.polyu.edu.hk/mPLRLocServer,Anal Biochem,2015,2015
25596338,http://www.jci-bioinfo.cn/iDNA-Methyl,Anal Biochem,2015,#N/A
21174458,http://metlin.scripps.edu/metaxcms/,Anal Chem,2011,#N/A
21401061,http://mzmatch.sourceforge.net,Anal Chem,2011,2013
21591763,http://betenbaugh.jhu.edu/GlycoFish,Anal Chem,2011,2016
22111688,http://www.cancerresearch.unsw.edu.au/crcweb.nsf/page/MMSAT,Anal Chem,2012,2014
22379947,http://www.basinc.com/products/ec/digisim/,Anal Chem,2012,2015
22519468,http://www.proteomeumb.org/MZw.html,Anal Chem,2012,2015
22530745,http://mvsa.nb.uw.edu/,Anal Chem,2012,2013
23350948,http://www.bioconductor.org/packages/release/bioc/html/BRAIN.html,Anal Chem,2013,2015
23373753,http://www.mycompoundid.org,Anal Chem,2013,2016
23510108,http://glycopro.chem.ku.edu/ZZKHome.php,Anal Chem,2013,#N/A
23662787,http://www.emetabolomics.org/magma,Anal Chem,2013,2016
23829391,http://pattilab.wustl.edu/decoms2.php,Anal Chem,2013,2013
24087878,http://openmsi.nersc.gov,Anal Chem,2013,2016
24147600,http://peptide.nist.gov/,Anal Chem,2013,2016
24147600,http://srmd.nist.gov/,Anal Chem,2013,2015
24354303,http://www.urr.cat/FOCUS,Anal Chem,2014,2014
