"PMID","journal","off_class","url","pub_year","confidence","ia_last_seen"
9016504,"Nucleic Acids Res","a_database","http://acnuc.univ-lyon1.fr/nrsub/nrsub.html",1997,0.6527,"2000"
9016504,"Nucleic Acids Res","a_database","http://ddbjs4h.genes.nig.ac.jp/",1997,0.6527,"1999"
9016505,"Nucleic Acids Res","a_database","http://www.proteome.com/YPDhome.html",1997,1,"2015"
9016506,"Nucleic Acids Res","a_database","http://www-biol.univ-mrs.fr/",1997,1,"2001"
9016516,"Nucleic Acids Res","a_database","http://rrna.uia.ac.be/ssu/",1997,0.7048,"2005"
9016517,"Nucleic Acids Res","a_database","http://rrna.uia.ac.be/",1997,1,"2005"
9016520,"Nucleic Acids Res","a_database","http://europium.mrc.rpms.ac.uk",1997,1,"1999"
9016528,"Nucleic Acids Res","a_database","http://www.mcgill.ca/androgendb/",1997,1,"2012"
9016532,"Nucleic Acids Res","a_database","http://www.le.ac.uk/depts/ge/collagen/collagen.html",1997,1,"2013"
9016537,"Nucleic Acids Res","a_database","http://imgt.cnusc.fr:8104",1997,1,"2002"
9016537,"Nucleic Acids Res","a_database","http://www.ebi.ac.uk/IMGT",1997,1,"2015"
9016538,"Nucleic Acids Res","a_database","http://www.biochem.ucl.ac.uk/bsm/dbbrowser/CINEMA",1997,1,"#N/A"
9016540,"Nucleic Acids Res","a_database","http://blocks.fhcrc.org/",1997,1,"#N/A"
9016544,"Nucleic Acids Res","a_database","http://scop.mrc-lmb.cam.ac.uk/scop/",1997,1,"2016"
9016545,"Nucleic Acids Res","a_database","http://www.abc.hu/blast.html",1997,0.7315,"2012"
9016545,"Nucleic Acids Res","a_database","http://www.icgeb.trieste.it/sbase/",1997,0.7315,"2012"
9016547,"Nucleic Acids Res","a_database","http://biochem.otago.ac.nz:800/Transterm/homepage.html",1997,1,"2002"
9016552,"Nucleic Acids Res","a_database","http://www.ncbi.nlm.nih.gov/Baxevani/HISTONES/",1997,0.7184,"2000"
9045213,"Nucleic Acids Res","a_database","http://www.informatics.jax.org",1997,1,"2016"
9063628,"DNA Seq","a_database","http://www.hgmp.mrc.ac.uk/",1996,0.6036,"2007"
9090377,"Nat Genet","a_database","http://www.ncbi.nlm.nih.gov/XREFdb/",1997,0.7103,"2006"
9109388,"FEBS Lett","a_database","http://icgeb.trieste.it/dna/curve_it.html/",1997,0.6639,"2011"
9149950,"Genome Res","a_database","http://www.welch.jhu.edu<|>devine/RepDNAdb.html",1997,0.6222,"#N/A"
9150929,"Electrophoresis","a_database","http://expasy.hcuge.ch/ch2d/aacompi.html",1997,0.661,"2010"
9150944,"Electrophoresis","a_database","http://www.anl.gov/CMB/PMG/projects/index_hbreast.html",1997,0.6667,"2003"
9150946,"Electrophoresis","a_database","http://www.ludwig.edu.au/www/jpsl/jpslhome.html",1997,1,"2015"
9150955,"Electrophoresis","a_database","http://epnwsl.ncifcrf.gov:2345/dis3d/dtp.html",1997,1,"#N/A"
9150955,"Electrophoresis","a_database","http://www.nci.nih.gov/intra/lmp/jnwbio.htm",1997,1,"2013"
9169866,"Nature","a_database","http://genome-www.stanford.edu/Saccharomyces/",1997,1,"2016"
9178509,"Yeast","a_database","http://speedy.mips.biochem.mpg.de/",1997,0.7158,"1999"
9183533,"Comput Appl Biosci","a_database","http://ycmi.med.yale.edu/cyspid/",1997,0.7435,"1999"
9183536,"Comput Appl Biosci","a_database","http://evolve.zoo.ox.ac.uk/",1997,1,"2016"
9230782,"Am J Epidemiol","a_database","http://som1.ab.umd.edu/Epidemiology/software.html",1997,1,"1999"
9322042,"Proc Int Conf Intell Syst Mol Biol","a_database","http://www.expasy.ch",1997,0.6643,"2016"
9390233,"Pac Symp Biocomput","a_database","http://www.techfak.uni-bielefeld.de/bcd/welcome.html",1996,0.6612,"2011"
9395710,"J Altern Complement Med","a_database","http://cpmcnet.columbia.edu/dept/rosenthal/",1997,1,"2015"
9399790,"Nucleic Acids Res","a_database","http://www.ncbi.nlm.nih.gov/",1998,0.7291,"2016"
9399791,"Nucleic Acids Res","a_database","http://www.ebi.ac.uk/embl",1998,1,"2016"
9399792,"Nucleic Acids Res","a_database","http://mol.genes.nig.ac.jp/ecoli/",1998,0.6726,"2001"
9399792,"Nucleic Acids Res","a_database","http://www.ddbj.nig.ac.jp",1998,0.6726,"2016"
9399793,"Nucleic Acids Res","a_database","http://www.ncgr.org/gsdb",1998,1,"2001"
9399797,"Nucleic Acids Res","a_database","http://susi.bio.uni-giessen.de/ecdc.html",1998,1,"2001"
9399799,"Nucleic Acids Res","a_database","http://www.mbl.edu/html/ecoli.html",1998,0.699,"2012"
9399803,"Nucleic Acids Res","a_database","http://www.proteome.com/YPDhome",1998,1,"#N/A"
9399805,"Nucleic Acids Res","a_database","http://genome-www.stanford.edu/",1998,1,"2016"
9399806,"Nucleic Acids Res","a_database","http://flybase.bio.indiana.edu/",1998,1,"2016"
9399807,"Nucleic Acids Res","a_database","http://gifts.univ-mrs.fr/GIFTS_home_page.html",1998,1,"2000"
9399808,"Nucleic Acids Res","a_database","http://www.gdb.org",1998,1,"2016"
9399809,"Nucleic Acids Res","a_database","http://www.infobiogen.fr/services/virgil/home",1998,1,"#N/A"
9399810,"Nucleic Acids Res","a_database","http://www.ebi.ac.uk/RHdb/RHdb.html",1998,1,"#N/A"
9399811,"Nucleic Acids Res","a_database","http://babbage.infobiogen.fr:15000/Mappet/Show",1998,1,"#N/A"
9399811,"Nucleic Acids Res","a_database","http://www.infobiogen.fr/services/Hugemap",1998,1,"2006"
9399812,"Nucleic Acids Res","a_database","http://ixdb.mpimg-berlin-dahlem.mpg.de",1998,1,"2010"
9399813,"Nucleic Acids Res","a_database","http://www.gen.emory.edu/MITOMAP",1998,1,"2002"
9399814,"Nucleic Acids Res","a_database","http://www.ebi.ac.uk/htbin/Mitbase/mitbase.pl",1998,1,"2012"
9399815,"Nucleic Acids Res","a_database","http://WWW.ba.cnr.it/<|>areamt08/MmtDBWWW.htm",1998,0.6746,"2011"
9399818,"Nucleic Acids Res","a_database","http://megasun.bch.umontreal.ca/gobase/gobase.html",1998,1,"2014"
9399819,"Nucleic Acids Res","a_database","http://www.biotech.ist.unige.it/interlab/mpdb.html",1998,1,"2009"
9399822,"Nucleic Acids Res","a_database","http://www.chemie.fu-berlin.de/fb_chemie/agerdmann/5S_rRNA.html",1998,1,"2005"
9399822,"Nucleic Acids Res","a_database","http://rose.man.poznan.pl/5SData/5SRNA.html",1998,1,"2005"
9399823,"Nucleic Acids Res","a_database","http://mbcr.bcm.tmc.edu/smallRNA/smallrna.html",1998,1,"2005"
9399825,"Nucleic Acids Res","a_database","http://www.uthct.edu/tmRDB/tmRDB.html",1998,0.7248,"2004"
9399826,"Nucleic Acids Res","a_database","http://www.biochem.mpg.de/goeringe/",1998,1,"#N/A"
9399827,"Nucleic Acids Res","a_database","http://www.lifesci.ucla.edu/RNA/trypanosome/database.html",1998,1,"2011"
9399828,"Nucleic Acids Res","a_database","http://pegasus.uthct.edu/SRPDB/SRPDB",1998,1,"#N/A"
9399831,"Nucleic Acids Res","a_database","http://Ribosome.Genebee.MSU.SU/DRC/",1998,1,"2006"
9399831,"Nucleic Acids Res","a_database","http://WWW:MPIMG-Berlin-Dahlem.MPG.DE/<|>baranov/DRC/",1998,1,"#N/A"
9399832,"Nucleic Acids Res","a_database","http://www.callisto.si.usherb.ca/<|>jpperra",1998,1,"2006"
9399833,"Nucleic Acids Res","a_database","http://bio-www.ba.cnr.it:8000/srs5/",1998,1,"2001"
9399837,"Nucleic Acids Res","a_database","http://www.iarc.fr/p53/homepage.htm",1998,0.6474,"2010"
9399837,"Nucleic Acids Res","a_database","http://www.ebi.ac.uk",1998,0.6474,"2016"
9399838,"Nucleic Acids Res","a_database","http://www.lf2.cuni.cz",1998,1,"2016"
9399841,"Nucleic Acids Res","a_database","http://www.ensam.inra.fr/cholinesterase",1998,1,"2009"
9399842,"Nucleic Acids Res","a_database","http://www.umd.necker.fr",1998,1,"2009"
9399844,"Nucleic Acids Res","a_database","http://www.helsinki.fi/science/signal/btkbase.html",1998,0.6491,"2011"
9399849,"Nucleic Acids Res","a_database","http://www.umds.ac.uk/molgen/haemBdatabase.htm",1998,1,"2012"
9399852,"Nucleic Acids Res","a_database","http://www.gpcr.org/7tm",1998,1,"2016"
9399853,"Nucleic Acids Res","a_database","http://www.fandm.edu/Departments/Biology/Databases/RNA.html",1998,1,"2015"
9399854,"Nucleic Acids Res","a_database","http://uwcm.ac.uk/uwcm/mg/hgmd0.html",1998,0.6523,"2013"
9399855,"Nucleic Acids Res","a_database","http://cbil.humgen.upenn.edu/epodb/",1998,1,"1999"
9399858,"Nucleic Acids Res","a_database","http://www.pitt.edu/pipaslab/",1998,1,"#N/A"
9399861,"Nucleic Acids Res","a_database","http://www.blocks.fhcrc.org",1998,1,"2016"
9399862,"Nucleic Acids Res","a_database","http://www.sander.embl-ebi.ac.uk/hssp/",1998,1,"1998"
9399863,"Nucleic Acids Res","a_database","http://www.embl-ebi.ac.uk/dali",1998,0.6667,"2012"
9399864,"Nucleic Acids Res","a_database","http://genome.wustl.edu/Pfam/",1998,0.6635,"2015"
9399864,"Nucleic Acids Res","a_database","http://www.sanger.ac.uk/Pfam/",1998,0.6635,"2016"
9399865,"Nucleic Acids Res","a_database","http://protein.toulouse.inra.fr/prodom.html",1998,1,"2007"
9399865,"Nucleic Acids Res","a_database","http://www.expasy.ch/swissmod/SWISS-MODEL.html",1998,1,"2016"
9399866,"Nucleic Acids Res","a_database","http://www.protein.bio.msu.su/issd/",1998,1,"2005"
9399867,"Nucleic Acids Res","a_database","http://www.expasy.ch/ch2d/ch2d-top.html",1998,1,"2015"
9399868,"Nucleic Acids Res","a_database","http://www.dna.affrc.go.jp/",1998,1,"2016"
9399871,"Nucleic Acids Res","a_database","http://www.mbio.ncsu.edu/RNaseP/home.html",1998,1,"2015"
9399873,"Nucleic Acids Res","a_database","http://www.dna.affrc.go.jp/htdocs/PLACE/",1998,0.7241,"2016"
9399874,"Nucleic Acids Res","a_database","http://www.isbi.net/",1998,1,"2016"
9399875,"Nucleic Acids Res","a_database","http://www.bionet.nsc.ru/TRRD",1998,0.732,"2015"
9399875,"Nucleic Acids Res","a_database","http://transfac.gbf.de/TRANSFAC",1998,0.732,"2003"
9399876,"Nucleic Acids Res","a_database","http://wehih.wehi.edu.au/mhcpep/",1998,1,"2016"
9399877,"Nucleic Acids Res","a_database","http://www.nhgri.nih.gov/DIR/GTB/HISTONES",1998,1,"2006"
9399878,"Nucleic Acids Res","a_database","http://bioinf.leeds.ac.uk/promise/",1998,1,"2007"
9399879,"Nucleic Acids Res","a_database","http://www.cbs.dtu.dk/databases/PhosphoBase/",1998,1,"2015"
9399880,"Nucleic Acids Res","a_database","http://www.cbs.dtu.dk/databases/OGLYCBASE/",1998,1,"2015"
9407141,"Nucleic Acids Res","a_database","http://www.biobase.com/EMP",1998,1,"2005"
9407141,"Nucleic Acids Res","a_database","http://www.mcs.anl.gov/home/compbio/PUMA/Production/ReconstructedMetabolism/reconstruction.html",1998,1,"2012"
9407141,"Nucleic Acids Res","a_database","http://www.mcs.anl.gov/home/compbio/WIT/wit.html",1998,1,"2010"
9407141,"Nucleic Acids Res","a_database","http://www.biobase.com/emphome.html/homepage.html.pags/pathways.html",1998,1,"#N/A"
9475991,"Comput Appl Biosci","a_database","http://www.bork.embl-heidelberg.de/alerting/",1997,0.6965,"#N/A"
9504808,"Electrophoresis","a_database","http://www-lecb.ncifcrf.gov/flicker/",1997,1,"2013"
9504808,"Electrophoresis","a_database","http://www-lecb.ncifcrf.gov/2dwgDB/",1997,1,"2013"
9504812,"Electrophoresis","a_database","http://www.harefield.nthames.nhs.uk/nhli/protein/index.html",1997,1,"2004"
9504816,"Electrophoresis","a_database","http://www.mdc-berlin.de/emu/heart/",1997,0.6477,"#N/A"
9506387,"Int J Med Inform","a_database","http://www.hon.ch/cgi-bin/2DHunt/find",1997,1,"2014"
9506387,"Int J Med Inform","a_database","http://www.hon.ch/cgi-bin/find",1997,1,"#N/A"
9545449,"Bioinformatics","a_database","http://www.embl-heidelberg.de/srs5/",1998,1,"2015"
9545449,"Bioinformatics","a_database","http://srs.ebi.ac.uk:5000/",1998,1,"1999"
9545449,"Bioinformatics","a_database","http://www.infobiogen.fr/srs5/",1998,1,"2000"
9547898,"Ann Clin Biochem","a_database","http://www.leeds.ac.uk/acb/annals",1998,1,"2005"
9548300,"Electrophoresis","a_database","http://www.anl.gov/CMB/PMG",1998,1,"2003"
9548301,"Electrophoresis","a_database","http://www.tmig.or.jp/2D/",1998,1,"2004"
9574231,"Langenbecks Arch Chir Suppl Kongressbd","a_database","http://nt1.chir.med.tu-muenchen.de/manual.htm",1997,1,"2005"
9576329,"Hemoglobin","a_database","http://globin.cse.psu.edu",1998,0.6777,"2016"
9580490,"Mem Inst Oswaldo Cruz","a_database","http://www.dbbm.fiocruz.br",1997,1,"2013"
9632837,"Bioinformatics","a_database","http://www.sander.ebi.ac.uk/mview/",1998,1,"2006"
9638822,"Rev Sci Tech","a_database","http://probe.nalusda.gov:8300/animal/omia.html",1998,1,"1999"
9638822,"Rev Sci Tech","a_database","http://www.angis.org.au/Databases/BIRX/mis",1998,1,"2010"
9638822,"Rev Sci Tech","a_database","http://www.angis.su.oz.au/Databases/BIRX/om",1998,1,"#N/A"
9651497,"Mech Dev","a_database","http://genex.hgu.mrc.ac.uk/",1998,1,"2016"
9653027,"J Mol Biol","a_database","http://motorhead.ucsf.edu/thorn/hotspot",1998,0.6466,"2000"
9666088,"Biochim Biophys Acta","a_database","http://www.lipidat.chemistry.ohio-state.edu",1998,1,"2007"
9671804,"Nucleic Acids Res","a_database","http://www.infosci.coh.org/mdm2",1998,1,"2006"
9679202,"DNA Res","a_database","http://www.kazusa.or.jp@arabi",1998,1,"#N/A"
9682056,"Bioinformatics","a_database","http://www.dkfz-heidelberg.de/tbi/services/modest/browsesysters.pl",1998,1,"#N/A"
9682062,"Bioinformatics","a_database","http://www.ebi.ac.uk/biocat",1998,1,"2016"
9694300,"Electrophoresis","a_database","http://weber.u.washington.edu/ruedilab/aebersold.html",1998,0.6604,"#N/A"
9694985,"Bioinformatics","a_database","http://sakura.ddbj.nig.ac.jp",1998,1,"2014"
9694995,"Bioinformatics","a_database","http://www.gredos.cnb.uam.es/EUCLID",1998,0.6487,"2001"
9694995,"Bioinformatics","a_database","http://www.sander.ebi.ac.uk/genequiz/",1998,0.6487,"2007"
9694995,"Bioinformatics","a_database","http://www.gredos.cnb.uam.es/EUCLID/Full_Paper",1998,0.6487,"1999"
9697225,"Pac Symp Biocomput","a_database","http://diana.uthct.edu/proclass.html",1998,1,"1999"
9716653,"Mamm Genome","a_database","http://www.informatics.jax.org/riset.html",1998,0.6089,"#N/A"
9722650,"Nucleic Acids Res","a_database","http://bioinfo.mbb.yale.edu/MolMovDB",1998,0.7338,"2016"
9743775,"Med Educ","a_database","http://yi.com/emsis",1998,1,"#N/A"
9747028,"J Hum Genet","a_database","http://www.ims.u-tokyo.ac.jp/nakamura/Yamane.html",1998,1,"2000"
9781820,"J Interferon Cytokine Res","a_database","http://LHI5.umbc.edu/crd",1998,0.6777,"#N/A"
9787640,"Trends Biochem Sci","a_database","http://www.icgeb.trieste.it/dna",1998,1,"2006"
9789096,"Bioinformatics","a_database","http://bioinfo.mbb.yale.edu/align",1998,0.6616,"2015"
9813115,"J Mol Biol","a_database","http://arep.med.harvard.edu/dpinteract",1998,1,"2016"
9828015,"Protein Sci","a_database","http://www-cryst.bioc.cam.ac.uk/-homstrad/",1998,1,"#N/A"
9843569,"Mol Biol Cell","a_database","http://cellcycle-www.stanford.edu",1998,1,"2009"
9847130,"Nucleic Acids Res","a_database","http://www.oup.co.uk/nar/Volume_27/Issue_01/summary/gkc105_gml.html",1999,1,"2014"
9847131,"Nucleic Acids Res","a_database","http://www.infobiogen.fr/services/dbcat",1999,1,"2006"
9847135,"Nucleic Acids Res","a_database","http://www.genome.ad.jp/kegg/",1999,1,"2016"
9847139,"Nucleic Acids Res","a_database","http://www.ebi.ac.uk/sprot",1999,1,"2010"
9847139,"Nucleic Acids Res","a_database","http://www.expasy.ch/sprot",1999,1,"2016"
9847141,"Nucleic Acids Res","a_database","http://www.cifn.unam.mx/Computational_Biology/regulondb/",1999,1,"2007"
9847142,"Nucleic Acids Res","a_database","http://utmmg.med.uth.tmc.edu/sphaeroides",1999,1,"1999"
9847143,"Nucleic Acids Res","a_database","http://locus.jouy.inra.fr/micado",1999,1,"2011"
9847143,"Nucleic Acids Res","a_database","http://pbil.univ-lyon1.fr/emglib/emglib",1999,1,"#N/A"
9847144,"Nucleic Acids Res","a_database","http://www.kazusa.or.jp/cyano/mutants/",1999,1,"2015"
9847147,"Nucleic Acids Res","a_database","http://genome-www.stanford.edu/Arabidopsis/",1999,1,"2011"
9847148,"Nucleic Acids Res","a_database","http://fruitfly.berkeley.edu/",1999,1,"2002"
9847148,"Nucleic Acids Res","a_database","http://edgp.ebi.ac.uk/",1999,1,"2003"
9847149,"Nucleic Acids Res","a_database","http://gifts.univ-mrs.fr/FlyNets/FlyNets_home_page.html",1999,1,"2000"
9847151,"Nucleic Acids Res","a_database","http://tumor.informatics.jax.org",1999,0.6568,"2015"
9847154,"Nucleic Acids Res","a_database","http://www.ebi.ac.uk/RHdb",1999,1,"#N/A"
9847155,"Nucleic Acids Res","a_database","http://www.infobiogen.fr/services/zomit/ZoomMap.html",1999,1,"2005"
9847155,"Nucleic Acids Res","a_database","http://www.infobiogen.fr/services/Mappet",1999,1,"2006"
9847158,"Nucleic Acids Res","a_database","http://bio-www.ba.cnr.it:8000/BioWWW/#AMMTDB",1999,1,"2001"
9847159,"Nucleic Acids Res","a_database","http://www.eva.mpg.de/hvrbase",1999,0.7338,"2000"
9847160,"Nucleic Acids Res","a_database","http://srs.ebi.ac.uk/srs5/",1999,1,"#N/A"
9847161,"Nucleic Acids Res","a_database","http://www3.ebi.ac.uk/Research/Mitbase/mitbiog.pl",1999,1,"2007"
9847163,"Nucleic Acids Res","a_database","http://websvr.mips.biochem.mpg.de/proj/medgen/mitop/",1999,1,"2000"
9847166,"Nucleic Acids Res","a_database","http://www.bio.umass.edu/biochem/rna-sequence/Yeast_snoRNA_Database/snoRNA_DataBase.html",1999,1,"2015"
9847168,"Nucleic Acids Res","a_database","http://psyche.uthct.edu/dbs/tmRDB/tmRDB.html",1999,1,"2008"
9847170,"Nucleic Acids Res","a_database","http://psyche.uthct.edu/dbs/SRPDB/SRPDB.html",1999,0.732,"2008"
9847171,"Nucleic Acids Res","a_database","http://www.cme.msu.edu/RDP",1999,0.6612,"2002"
9847174,"Nucleic Acids Res","a_database","http://visitweb.com/database/",1999,1,"2006"
9847175,"Nucleic Acids Res","a_database","http://www.callisto.si.usherb.ca/jpperra",1999,0.7241,"#N/A"
9847176,"Nucleic Acids Res","a_database","http://bigarea.area.ba.cnr.it:8000/BioWWW/#U",1999,1,"2001"
9847177,"Nucleic Acids Res","a_database","http://www.man.poznan.pl/5SData/ncRNA/index.html",1999,1,"2011"
9847178,"Nucleic Acids Res","a_database","http://medlib.med.utah.edu/RNAmods/",1999,1,"2011"
9847179,"Nucleic Acids Res","a_database","http://www-nbrf.georgetown.edu/pir/searchdb.html",1999,1,"2005"
9847180,"Nucleic Acids Res","a_database","http://www.cbil.upenn.edu/epodb",1999,1,"2015"
9847181,"Nucleic Acids Res","a_database","http://www.mbt.washington.edu/PEDB/",1999,0.6555,"2007"
9847182,"Nucleic Acids Res","a_database","http://imgt.cnusc.fr:8104",1999,1,"2002"
9847184,"Nucleic Acids Res","a_database","http://www.expasy.ch/sprot/prosite.html",1999,1,"2015"
9847190,"Nucleic Acids Res","a_database","http://www.ncbi.nlm.nih.gov/Entrez",1999,1,"#N/A"
9847192,"Nucleic Acids Res","a_database","http://genomic.sanger.ac.uk/db.html",1999,1,"#N/A"
9847195,"Nucleic Acids Res","a_database","http://sbase.abc.hu/sbase",1999,1,"2002"
9847196,"Nucleic Acids Res","a_database","http://pfam.wustl.edu/",1999,0.6776,"2007"
9847196,"Nucleic Acids Res","a_database","http://www.cgr.ki.se/Pfam/",1999,0.6776,"2007"
9847196,"Nucleic Acids Res","a_database","http://www.sanger.ac.uk/Software/Pfam/",1999,0.6776,"2016"
9847197,"Nucleic Acids Res","a_database","http://www.toulouse.inra.fr/prodom.html",1999,1,"2016"
9847197,"Nucleic Acids Res","a_database","http://www.toulouse.inra.fr/prodomCG.html",1999,1,"2010"
9847201,"Nucleic Acids Res","a_database","http://www-embl.bioimage.org",1999,0.718,"2013"
9847201,"Nucleic Acids Res","a_database","http://www.bioimage.org",1999,0.718,"2016"
9847203,"Nucleic Acids Res","a_database","http://www.rtc.riken.go.jp/protherm.html",1999,0.7248,"2005"
9847204,"Nucleic Acids Res","a_database","http://www.expasy.ch/ch2d/",1999,1,"2016"
9847207,"Nucleic Acids Res","a_database","http://sphinx.rug.ac.be:8080/PlantCARE/",1999,1,"2003"
9847209,"Nucleic Acids Res","a_database","http://cbcg.nersc.gov/asdb",1999,1,"2007"
9847215,"Nucleic Acids Res","a_database","http://www.ifti.org/",1999,0.587,"2016"
9847217,"Nucleic Acids Res","a_database","http://genome.nhgri.nih.gov/histones/",1999,1,"2016"
9847218,"Nucleic Acids Res","a_database","http://www.bi.bbsrc.ac.uk/Merops/Merops.htm",1999,1,"2011"
9847219,"Nucleic Acids Res","a_database","http://rose.man.poznan.pl/aars/index.html",1999,1,"2016"
9847220,"Nucleic Acids Res","a_database","http://genome.nhgri.nih.gov/homeodomain",1999,1,"2009"
9847221,"Nucleic Acids Res","a_database","http://www.kazusa.or.jp/huge",1999,1,"2016"
9847222,"Nucleic Acids Res","a_database","http://www.pasteur.fr/units/neubiomol/LGIC.html",1999,1,"2006"
9847224,"Nucleic Acids Res","a_database","http://www.neb.com/neb/inteins.html",1999,1,"2016"
9847225,"Nucleic Acids Res","a_database","http://hivdb.stanford.edu",1999,1,"2016"
9847226,"Nucleic Acids Res","a_database","http://www.infobiogen.fr/services/chromcancer",1999,1,"2013"
9847227,"Nucleic Acids Res","a_database","http://pmd.ddbj.nig.ac.jp",1999,1,"2016"
9847228,"Nucleic Acids Res","a_database","http://mutview.dmb.med.keio.ac.jp",1999,1,"2016"
9847229,"Nucleic Acids Res","a_database","http://www.uta.fi/laitokset/imt/KinMutBase.html",1999,1,"2001"
9847230,"Nucleic Acids Res","a_database","http://bio-www.ba.cnr.t:8000/srs",1999,1,"#N/A"
9847230,"Nucleic Acids Res","a_database","http://www.ba.cnr.it/keynet.html",1999,1,"2009"
9847231,"Nucleic Acids Res","a_database","http://www.genome.ad.jp/dbget/",1999,0.7222,"2015"
9847233,"Nucleic Acids Res","a_database","http://www.labmed.umn.edu/umbbd/i",1999,1,"#N/A"
9847234,"Nucleic Acids Res","a_database","http://www.genome.ad.jp/dbget/ligand.html",1999,1,"2016"
9862121,"FEMS Microbiol Rev","a_database","http://indigo.genetique.uvsq.fr",1998,1,"2016"
9873754,"Haemophilia","a_database","http://www.umds.ac.uk/molgen/haemBdatabase",1998,0.6635,"2003"
9918958,"Bioinformatics","a_database","http://cooke.gsf.de",1998,1,"2006"
9927719,"Bioinformatics","a_database","http://www.nmsu.edu/molbio/bioABACUShome.htm",1998,1,"#N/A"
9927720,"Bioinformatics","a_database","http://dot.bcm.tmc.edu:9331/papers/beautypp.html",1998,1,"#N/A"
9949203,"Hum Mol Genet","a_database","http://www.bwh.partners.org/pathology",1999,1,"2004"
10024174,"RNA","a_database","http://www.cse.ucsc.edu/research/compbio/yeast_introns.html",1999,1,"2015"
10068696,"Bioinformatics","a_database","http://www-igbmc.u-strasbg.fr/BioInfo/BAliBASE/index.html",1999,0.6501,"2012"
10072089,"J Comput Biol","a_database","http://geo.nihs.go.jp/csndb.html",1998,0.651,"2004"
10087290,"Mamm Genome","a_database","http://www.hgu.mrc.ac.uk/Softdata/Lams",1999,1,"2014"
10089200,"Bioinformatics","a_database","http://aims.cps.msu.edu/hiclas/",1999,0.7306,"2001"
10089492,"Acta Crystallogr D Biol Crystallogr","a_database","http://www.biochem.ucl.ac.uk/bsm/cath",1998,0.725,"#N/A"
10089497,"Acta Crystallogr D Biol Crystallogr","a_database","http://www.icnet.uk/bmm/had",1998,0.6556,"2006"
10168953,"Stud Health Technol Inform","a_database","http://www.webmedix.com/idbs",1997,0.7297,"2005"
